,participant,generated_question,evaluation_question,section_id,answer,section_question_id,evaluation_question_id
354,ilec03,What is defined as the total distance traveled divided by time of travel ?,Is it clear what the question asks for?,302,2,302What is defined as the total distance traveled divided by time of travel ?,4
355,ilec03,What is defined as the total distance traveled divided by time of travel ?,Could you rephrase the question to make it clearer and/or error-free?,302,1,302What is defined as the total distance traveled divided by time of travel ?,5
356,ilec03,What is defined as the total distance traveled divided by time of travel ?,Are students reading the text probably able to answer the question?,302,1,302What is defined as the total distance traveled divided by time of travel ?,6
357,ilec03,What is defined as the total distance traveled divided by time of travel ?,Which kind of information is needed to answer the question?,302,1,302What is defined as the total distance traveled divided by time of travel ?,7
358,ilec03,What is defined as the total distance traveled divided by time of travel ?,Do you think being able to answer the question is important to work on the topic covered by the text?,302,2,302What is defined as the total distance traveled divided by time of travel ?,8
359,ilec03,What is defined as the total distance traveled divided by time of travel ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",302,2,302What is defined as the total distance traveled divided by time of travel ?,9
360,ilec03,What is the definition of cognitive psychology ?,Could you understand what the question is asking?,318,1,318What is the definition of cognitive psychology ?,1
361,ilec03,What is the definition of cognitive psychology ?,Is the question related to the given text?,318,1,318What is the definition of cognitive psychology ?,2
362,ilec03,What is the definition of cognitive psychology ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",318,1,318What is the definition of cognitive psychology ?,3
363,ilec03,What is the definition of cognitive psychology ?,Is it clear what the question asks for?,318,1,318What is the definition of cognitive psychology ?,4
364,ilec03,What is the definition of cognitive psychology ?,Could you rephrase the question to make it clearer and/or error-free?,318,2,318What is the definition of cognitive psychology ?,5
365,ilec03,What is the definition of cognitive psychology ?,Are students reading the text probably able to answer the question?,318,1,318What is the definition of cognitive psychology ?,6
366,ilec03,What is the definition of cognitive psychology ?,Which kind of information is needed to answer the question?,318,3,318What is the definition of cognitive psychology ?,7
367,ilec03,What is the definition of cognitive psychology ?,Do you think being able to answer the question is important to work on the topic covered by the text?,318,1,318What is the definition of cognitive psychology ?,8
368,ilec03,What is the definition of cognitive psychology ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",318,1,318What is the definition of cognitive psychology ?,9
369,ilec03,What is another name for a homogeneous mixture ?,Could you understand what the question is asking?,306,1,306What is another name for a homogeneous mixture ?,1
370,ilec03,What is another name for a homogeneous mixture ?,Is the question related to the given text?,306,1,306What is another name for a homogeneous mixture ?,2
371,ilec03,What is another name for a homogeneous mixture ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",306,1,306What is another name for a homogeneous mixture ?,3
372,ilec03,What is another name for a homogeneous mixture ?,Is it clear what the question asks for?,306,1,306What is another name for a homogeneous mixture ?,4
373,ilec03,What is another name for a homogeneous mixture ?,Could you rephrase the question to make it clearer and/or error-free?,306,2,306What is another name for a homogeneous mixture ?,5
374,ilec03,What is another name for a homogeneous mixture ?,Are students reading the text probably able to answer the question?,306,1,306What is another name for a homogeneous mixture ?,6
375,ilec03,What is another name for a homogeneous mixture ?,Which kind of information is needed to answer the question?,306,1,306What is another name for a homogeneous mixture ?,7
376,ilec03,What is another name for a homogeneous mixture ?,Do you think being able to answer the question is important to work on the topic covered by the text?,306,2,306What is another name for a homogeneous mixture ?,8
377,ilec03,What is another name for a homogeneous mixture ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",306,3,306What is another name for a homogeneous mixture ?,9
378,ilec03,What is human physiology ?,Could you understand what the question is asking?,312,1,312What is human physiology ?,1
379,ilec03,What is human physiology ?,Is the question related to the given text?,312,1,312What is human physiology ?,2
380,ilec03,What is human physiology ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",312,1,312What is human physiology ?,3
381,ilec03,What is human physiology ?,Is it clear what the question asks for?,312,1,312What is human physiology ?,4
382,ilec03,What is human physiology ?,Could you rephrase the question to make it clearer and/or error-free?,312,2,312What is human physiology ?,5
383,ilec03,What is human physiology ?,Are students reading the text probably able to answer the question?,312,1,312What is human physiology ?,6
384,ilec03,What is human physiology ?,Which kind of information is needed to answer the question?,312,2,312What is human physiology ?,7
385,ilec03,What is human physiology ?,Do you think being able to answer the question is important to work on the topic covered by the text?,312,1,312What is human physiology ?,8
386,ilec03,What is human physiology ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",312,1,312What is human physiology ?,9
387,ilec03,What is homeostasis ?,Could you understand what the question is asking?,312,1,312What is homeostasis ?,1
388,ilec03,What is homeostasis ?,Is the question related to the given text?,312,1,312What is homeostasis ?,2
389,ilec03,What is homeostasis ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",312,1,312What is homeostasis ?,3
390,ilec03,What is homeostasis ?,Is it clear what the question asks for?,312,1,312What is homeostasis ?,4
391,ilec03,What is homeostasis ?,Could you rephrase the question to make it clearer and/or error-free?,312,2,312What is homeostasis ?,5
392,ilec03,What is homeostasis ?,Are students reading the text probably able to answer the question?,312,1,312What is homeostasis ?,6
393,ilec03,What is homeostasis ?,Which kind of information is needed to answer the question?,312,3,312What is homeostasis ?,7
394,ilec03,What is homeostasis ?,Do you think being able to answer the question is important to work on the topic covered by the text?,312,2,312What is homeostasis ?,8
395,ilec03,What is homeostasis ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",312,2,312What is homeostasis ?,9
396,ilec03,What is the Skinner box ?,Could you understand what the question is asking?,316,1,316What is the Skinner box ?,1
397,ilec03,What is the Skinner box ?,Is the question related to the given text?,316,1,316What is the Skinner box ?,2
398,ilec03,What is the Skinner box ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",316,1,316What is the Skinner box ?,3
399,ilec03,What is the Skinner box ?,Is it clear what the question asks for?,316,1,316What is the Skinner box ?,4
400,ilec03,What is the Skinner box ?,Could you rephrase the question to make it clearer and/or error-free?,316,2,316What is the Skinner box ?,5
401,ilec03,What is the Skinner box ?,Are students reading the text probably able to answer the question?,316,1,316What is the Skinner box ?,6
402,ilec03,What is the Skinner box ?,Which kind of information is needed to answer the question?,316,2,316What is the Skinner box ?,7
403,ilec03,What is the Skinner box ?,Do you think being able to answer the question is important to work on the topic covered by the text?,316,1,316What is the Skinner box ?,8
404,ilec03,What is the Skinner box ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",316,1,316What is the Skinner box ?,9
405,ilec03,What are opinions ?,Could you understand what the question is asking?,301,2,301What are opinions ?,1
406,ilec03,What are opinions ?,Is the question related to the given text?,301,10,301What are opinions ?,2
407,ilec03,What are opinions ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",301,10,301What are opinions ?,3
408,ilec03,What are opinions ?,Is it clear what the question asks for?,301,10,301What are opinions ?,4
409,ilec03,What are opinions ?,Could you rephrase the question to make it clearer and/or error-free?,301,10,301What are opinions ?,5
410,ilec03,What are opinions ?,Are students reading the text probably able to answer the question?,301,10,301What are opinions ?,6
411,ilec03,What are opinions ?,Which kind of information is needed to answer the question?,301,10,301What are opinions ?,7
412,ilec03,What are opinions ?,Do you think being able to answer the question is important to work on the topic covered by the text?,301,10,301What are opinions ?,8
413,ilec03,What are opinions ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",301,10,301What are opinions ?,9
414,ilec03,What is Metabolism the sum of ?,Could you understand what the question is asking?,309,2,309What is Metabolism the sum of ?,1
415,ilec03,What is Metabolism the sum of ?,Is the question related to the given text?,309,10,309What is Metabolism the sum of ?,2
416,ilec03,What is Metabolism the sum of ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",309,10,309What is Metabolism the sum of ?,3
417,ilec03,What is Metabolism the sum of ?,Is it clear what the question asks for?,309,10,309What is Metabolism the sum of ?,4
418,ilec03,What is Metabolism the sum of ?,Could you rephrase the question to make it clearer and/or error-free?,309,10,309What is Metabolism the sum of ?,5
419,ilec03,What is Metabolism the sum of ?,Are students reading the text probably able to answer the question?,309,10,309What is Metabolism the sum of ?,6
420,ilec03,What is Metabolism the sum of ?,Which kind of information is needed to answer the question?,309,10,309What is Metabolism the sum of ?,7
421,ilec03,What is Metabolism the sum of ?,Do you think being able to answer the question is important to work on the topic covered by the text?,309,10,309What is Metabolism the sum of ?,8
422,ilec03,What is Metabolism the sum of ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",309,10,309What is Metabolism the sum of ?,9
423,ilec03,What does a law use concise language to describe ?,Could you understand what the question is asking?,315,1,315What does a law use concise language to describe ?,1
424,ilec03,What does a law use concise language to describe ?,Is the question related to the given text?,315,1,315What does a law use concise language to describe ?,2
425,ilec03,What does a law use concise language to describe ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",315,1,315What does a law use concise language to describe ?,3
426,ilec03,What does a law use concise language to describe ?,Is it clear what the question asks for?,315,1,315What does a law use concise language to describe ?,4
427,ilec03,What does a law use concise language to describe ?,Could you rephrase the question to make it clearer and/or error-free?,315,2,315What does a law use concise language to describe ?,5
428,ilec03,What does a law use concise language to describe ?,Are students reading the text probably able to answer the question?,315,1,315What does a law use concise language to describe ?,6
429,ilec03,What does a law use concise language to describe ?,Which kind of information is needed to answer the question?,315,1,315What does a law use concise language to describe ?,7
430,ilec03,What does a law use concise language to describe ?,Do you think being able to answer the question is important to work on the topic covered by the text?,315,2,315What does a law use concise language to describe ?,8
431,ilec03,What does a law use concise language to describe ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",315,3,315What does a law use concise language to describe ?,9
432,ilec03,What is the designation law usually reserved for ?,Could you understand what the question is asking?,315,1,315What is the designation law usually reserved for ?,1
433,ilec03,What is the designation law usually reserved for ?,Is the question related to the given text?,315,1,315What is the designation law usually reserved for ?,2
434,ilec03,What is the designation law usually reserved for ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",315,1,315What is the designation law usually reserved for ?,3
435,ilec03,What is the designation law usually reserved for ?,Is it clear what the question asks for?,315,1,315What is the designation law usually reserved for ?,4
436,ilec03,What is the designation law usually reserved for ?,Could you rephrase the question to make it clearer and/or error-free?,315,2,315What is the designation law usually reserved for ?,5
437,ilec03,What is the designation law usually reserved for ?,Are students reading the text probably able to answer the question?,315,1,315What is the designation law usually reserved for ?,6
438,ilec03,What is the designation law usually reserved for ?,Which kind of information is needed to answer the question?,315,2,315What is the designation law usually reserved for ?,7
439,ilec03,What is the designation law usually reserved for ?,Do you think being able to answer the question is important to work on the topic covered by the text?,315,1,315What is the designation law usually reserved for ?,8
440,ilec03,What is the designation law usually reserved for ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",315,1,315What is the designation law usually reserved for ?,9
441,ilec03,What does a theory explain ?,Could you understand what the question is asking?,315,1,315What does a theory explain ?,1
442,ilec03,What does a theory explain ?,Is the question related to the given text?,315,2,315What does a theory explain ?,2
443,ilec03,What does a theory explain ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",315,1,315What does a theory explain ?,3
444,ilec03,What does a theory explain ?,Is it clear what the question asks for?,315,1,315What does a theory explain ?,4
445,ilec03,What does a theory explain ?,Could you rephrase the question to make it clearer and/or error-free?,315,2,315What does a theory explain ?,5
446,ilec03,What does a theory explain ?,Are students reading the text probably able to answer the question?,315,2,315What does a theory explain ?,6
447,ilec03,What does a theory explain ?,Which kind of information is needed to answer the question?,315,2,315What does a theory explain ?,7
448,ilec03,What does a theory explain ?,Do you think being able to answer the question is important to work on the topic covered by the text?,315,2,315What does a theory explain ?,8
449,ilec03,What does a theory explain ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",315,2,315What does a theory explain ?,9
450,ilec03,What are called orthogonal vectors ?,Could you understand what the question is asking?,303,1,303What are called orthogonal vectors ?,1
451,ilec03,What are called orthogonal vectors ?,Is the question related to the given text?,303,1,303What are called orthogonal vectors ?,2
452,ilec03,What are called orthogonal vectors ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",303,1,303What are called orthogonal vectors ?,3
453,ilec03,What are called orthogonal vectors ?,Is it clear what the question asks for?,303,1,303What are called orthogonal vectors ?,4
454,ilec03,What are called orthogonal vectors ?,Could you rephrase the question to make it clearer and/or error-free?,303,2,303What are called orthogonal vectors ?,5
455,ilec03,What are called orthogonal vectors ?,Are students reading the text probably able to answer the question?,303,1,303What are called orthogonal vectors ?,6
456,ilec03,What are called orthogonal vectors ?,Which kind of information is needed to answer the question?,303,1,303What are called orthogonal vectors ?,7
457,ilec03,What are called orthogonal vectors ?,Do you think being able to answer the question is important to work on the topic covered by the text?,303,1,303What are called orthogonal vectors ?,8
458,ilec03,What are called orthogonal vectors ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",303,2,303What are called orthogonal vectors ?,9
459,ilec03,What is a hypothesis ?,Could you understand what the question is asking?,310,1,310What is a hypothesis ?,1
460,ilec03,What is a hypothesis ?,Is the question related to the given text?,310,1,310What is a hypothesis ?,2
461,ilec03,What is a hypothesis ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",310,1,310What is a hypothesis ?,3
462,ilec03,What is a hypothesis ?,Is it clear what the question asks for?,310,1,310What is a hypothesis ?,4
463,ilec03,What is a hypothesis ?,Could you rephrase the question to make it clearer and/or error-free?,310,2,310What is a hypothesis ?,5
464,ilec03,What is a hypothesis ?,Are students reading the text probably able to answer the question?,310,1,310What is a hypothesis ?,6
465,ilec03,What is a hypothesis ?,Which kind of information is needed to answer the question?,310,2,310What is a hypothesis ?,7
466,ilec03,What is a hypothesis ?,Do you think being able to answer the question is important to work on the topic covered by the text?,310,1,310What is a hypothesis ?,8
467,ilec03,What is a hypothesis ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",310,1,310What is a hypothesis ?,9
468,onor05,What are opinions ?,Could you understand what the question is asking?,301,1,301What are opinions ?,1
469,onor05,What are opinions ?,Is the question related to the given text?,301,1,301What are opinions ?,2
470,onor05,What are opinions ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",301,1,301What are opinions ?,3
471,onor05,What are opinions ?,Is it clear what the question asks for?,301,2,301What are opinions ?,4
472,onor05,What are opinions ?,Could you rephrase the question to make it clearer and/or error-free?,301,1,301What are opinions ?,5
473,onor05,What are opinions ?,Are students reading the text probably able to answer the question?,301,1,301What are opinions ?,6
474,onor05,What are opinions ?,Which kind of information is needed to answer the question?,301,1,301What are opinions ?,7
475,onor05,What are opinions ?,Do you think being able to answer the question is important to work on the topic covered by the text?,301,1,301What are opinions ?,8
476,onor05,What are opinions ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",301,2,301What are opinions ?,9
477,onor05,What is the diagram in which you see the diagram ?,Could you understand what the question is asking?,304,2,304What is the diagram in which you see the diagram ?,1
478,onor05,What is the diagram in which you see the diagram ?,Is the question related to the given text?,304,10,304What is the diagram in which you see the diagram ?,2
479,onor05,What is the diagram in which you see the diagram ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",304,10,304What is the diagram in which you see the diagram ?,3
480,onor05,What is the diagram in which you see the diagram ?,Is it clear what the question asks for?,304,10,304What is the diagram in which you see the diagram ?,4
481,onor05,What is the diagram in which you see the diagram ?,Could you rephrase the question to make it clearer and/or error-free?,304,10,304What is the diagram in which you see the diagram ?,5
482,onor05,What is the diagram in which you see the diagram ?,Are students reading the text probably able to answer the question?,304,10,304What is the diagram in which you see the diagram ?,6
483,onor05,What is the diagram in which you see the diagram ?,Which kind of information is needed to answer the question?,304,10,304What is the diagram in which you see the diagram ?,7
484,onor05,What is the diagram in which you see the diagram ?,Do you think being able to answer the question is important to work on the topic covered by the text?,304,10,304What is the diagram in which you see the diagram ?,8
485,onor05,What is the diagram in which you see the diagram ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",304,10,304What is the diagram in which you see the diagram ?,9
486,onor05,What do researchers predict in a hypothesis - based science ?,Could you understand what the question is asking?,314,1,314What do researchers predict in a hypothesis - based science ?,1
487,onor05,What do researchers predict in a hypothesis - based science ?,Is the question related to the given text?,314,1,314What do researchers predict in a hypothesis - based science ?,2
488,onor05,What do researchers predict in a hypothesis - based science ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",314,1,314What do researchers predict in a hypothesis - based science ?,3
489,onor05,What do researchers predict in a hypothesis - based science ?,Is it clear what the question asks for?,314,1,314What do researchers predict in a hypothesis - based science ?,4
490,onor05,What do researchers predict in a hypothesis - based science ?,Could you rephrase the question to make it clearer and/or error-free?,314,2,314What do researchers predict in a hypothesis - based science ?,5
491,onor05,What do researchers predict in a hypothesis - based science ?,Are students reading the text probably able to answer the question?,314,1,314What do researchers predict in a hypothesis - based science ?,6
492,onor05,What do researchers predict in a hypothesis - based science ?,Which kind of information is needed to answer the question?,314,1,314What do researchers predict in a hypothesis - based science ?,7
493,onor05,What do researchers predict in a hypothesis - based science ?,Do you think being able to answer the question is important to work on the topic covered by the text?,314,2,314What do researchers predict in a hypothesis - based science ?,8
494,onor05,What do researchers predict in a hypothesis - based science ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",314,3,314What do researchers predict in a hypothesis - based science ?,9
495,onor05,What does a law use concise language to describe ?,Could you understand what the question is asking?,315,2,315What does a law use concise language to describe ?,1
496,onor05,What does a law use concise language to describe ?,Is the question related to the given text?,315,10,315What does a law use concise language to describe ?,2
497,onor05,What does a law use concise language to describe ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",315,10,315What does a law use concise language to describe ?,3
498,onor05,What does a law use concise language to describe ?,Is it clear what the question asks for?,315,10,315What does a law use concise language to describe ?,4
499,onor05,What does a law use concise language to describe ?,Could you rephrase the question to make it clearer and/or error-free?,315,10,315What does a law use concise language to describe ?,5
500,onor05,What does a law use concise language to describe ?,Are students reading the text probably able to answer the question?,315,10,315What does a law use concise language to describe ?,6
501,onor05,What does a law use concise language to describe ?,Which kind of information is needed to answer the question?,315,10,315What does a law use concise language to describe ?,7
502,onor05,What does a law use concise language to describe ?,Do you think being able to answer the question is important to work on the topic covered by the text?,315,10,315What does a law use concise language to describe ?,8
503,onor05,What does a law use concise language to describe ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",315,10,315What does a law use concise language to describe ?,9
504,onor05,What is the designation law usually reserved for ?,Could you understand what the question is asking?,315,1,315What is the designation law usually reserved for ?,1
505,onor05,What is the designation law usually reserved for ?,Is the question related to the given text?,315,1,315What is the designation law usually reserved for ?,2
506,onor05,What is the designation law usually reserved for ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",315,1,315What is the designation law usually reserved for ?,3
507,onor05,What is the designation law usually reserved for ?,Is it clear what the question asks for?,315,1,315What is the designation law usually reserved for ?,4
508,onor05,What is the designation law usually reserved for ?,Could you rephrase the question to make it clearer and/or error-free?,315,1,315What is the designation law usually reserved for ?,5
509,onor05,What is the designation law usually reserved for ?,Are students reading the text probably able to answer the question?,315,1,315What is the designation law usually reserved for ?,6
510,onor05,What is the designation law usually reserved for ?,Which kind of information is needed to answer the question?,315,2,315What is the designation law usually reserved for ?,7
511,onor05,What is the designation law usually reserved for ?,Do you think being able to answer the question is important to work on the topic covered by the text?,315,1,315What is the designation law usually reserved for ?,8
512,onor05,What is the designation law usually reserved for ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",315,2,315What is the designation law usually reserved for ?,9
513,onor05,What does a theory explain ?,Could you understand what the question is asking?,315,1,315What does a theory explain ?,1
514,onor05,What does a theory explain ?,Is the question related to the given text?,315,1,315What does a theory explain ?,2
515,onor05,What does a theory explain ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",315,1,315What does a theory explain ?,3
516,onor05,What does a theory explain ?,Is it clear what the question asks for?,315,2,315What does a theory explain ?,4
517,onor05,What does a theory explain ?,Could you rephrase the question to make it clearer and/or error-free?,315,1,315What does a theory explain ?,5
518,onor05,What does a theory explain ?,Are students reading the text probably able to answer the question?,315,1,315What does a theory explain ?,6
519,onor05,What does a theory explain ?,Which kind of information is needed to answer the question?,315,2,315What does a theory explain ?,7
520,onor05,What does a theory explain ?,Do you think being able to answer the question is important to work on the topic covered by the text?,315,1,315What does a theory explain ?,8
521,onor05,What does a theory explain ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",315,2,315What does a theory explain ?,9
522,onor05,What is the definition of cognitive psychology ?,Could you understand what the question is asking?,318,1,318What is the definition of cognitive psychology ?,1
523,onor05,What is the definition of cognitive psychology ?,Is the question related to the given text?,318,1,318What is the definition of cognitive psychology ?,2
524,onor05,What is the definition of cognitive psychology ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",318,1,318What is the definition of cognitive psychology ?,3
525,onor05,What is the definition of cognitive psychology ?,Is it clear what the question asks for?,318,1,318What is the definition of cognitive psychology ?,4
526,onor05,What is the definition of cognitive psychology ?,Could you rephrase the question to make it clearer and/or error-free?,318,2,318What is the definition of cognitive psychology ?,5
527,onor05,What is the definition of cognitive psychology ?,Are students reading the text probably able to answer the question?,318,1,318What is the definition of cognitive psychology ?,6
528,onor05,What is the definition of cognitive psychology ?,Which kind of information is needed to answer the question?,318,2,318What is the definition of cognitive psychology ?,7
529,onor05,What is the definition of cognitive psychology ?,Do you think being able to answer the question is important to work on the topic covered by the text?,318,1,318What is the definition of cognitive psychology ?,8
530,onor05,What is the definition of cognitive psychology ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",318,2,318What is the definition of cognitive psychology ?,9
531,onor05,What is the main difference between counseling and psychology ?,Could you understand what the question is asking?,308,2,308What is the main difference between counseling and psychology ?,1
532,onor05,What is the main difference between counseling and psychology ?,Is the question related to the given text?,308,10,308What is the main difference between counseling and psychology ?,2
533,onor05,What is the main difference between counseling and psychology ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",308,10,308What is the main difference between counseling and psychology ?,3
534,onor05,What is the main difference between counseling and psychology ?,Is it clear what the question asks for?,308,10,308What is the main difference between counseling and psychology ?,4
535,onor05,What is the main difference between counseling and psychology ?,Could you rephrase the question to make it clearer and/or error-free?,308,10,308What is the main difference between counseling and psychology ?,5
536,onor05,What is the main difference between counseling and psychology ?,Are students reading the text probably able to answer the question?,308,10,308What is the main difference between counseling and psychology ?,6
537,onor05,What is the main difference between counseling and psychology ?,Which kind of information is needed to answer the question?,308,10,308What is the main difference between counseling and psychology ?,7
538,onor05,What is the main difference between counseling and psychology ?,Do you think being able to answer the question is important to work on the topic covered by the text?,308,10,308What is the main difference between counseling and psychology ?,8
539,onor05,What is the main difference between counseling and psychology ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",308,10,308What is the main difference between counseling and psychology ?,9
540,onor05,What is the area of psychology that focuses on ?,Could you understand what the question is asking?,308,2,308What is the area of psychology that focuses on ?,1
541,onor05,What is the area of psychology that focuses on ?,Is the question related to the given text?,308,10,308What is the area of psychology that focuses on ?,2
542,onor05,What is the area of psychology that focuses on ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",308,10,308What is the area of psychology that focuses on ?,3
543,onor05,What is the area of psychology that focuses on ?,Is it clear what the question asks for?,308,10,308What is the area of psychology that focuses on ?,4
544,onor05,What is the area of psychology that focuses on ?,Could you rephrase the question to make it clearer and/or error-free?,308,10,308What is the area of psychology that focuses on ?,5
545,onor05,What is the area of psychology that focuses on ?,Are students reading the text probably able to answer the question?,308,10,308What is the area of psychology that focuses on ?,6
546,onor05,What is the area of psychology that focuses on ?,Which kind of information is needed to answer the question?,308,10,308What is the area of psychology that focuses on ?,7
547,onor05,What is the area of psychology that focuses on ?,Do you think being able to answer the question is important to work on the topic covered by the text?,308,10,308What is the area of psychology that focuses on ?,8
548,onor05,What is the area of psychology that focuses on ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",308,10,308What is the area of psychology that focuses on ?,9
549,onor05,What is Metabolism the sum of ?,Could you understand what the question is asking?,309,1,309What is Metabolism the sum of ?,1
550,onor05,What is Metabolism the sum of ?,Is the question related to the given text?,309,1,309What is Metabolism the sum of ?,2
551,onor05,What is Metabolism the sum of ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",309,1,309What is Metabolism the sum of ?,3
552,onor05,What is Metabolism the sum of ?,Is it clear what the question asks for?,309,1,309What is Metabolism the sum of ?,4
553,onor05,What is Metabolism the sum of ?,Could you rephrase the question to make it clearer and/or error-free?,309,2,309What is Metabolism the sum of ?,5
554,onor05,What is Metabolism the sum of ?,Are students reading the text probably able to answer the question?,309,1,309What is Metabolism the sum of ?,6
555,onor05,What is Metabolism the sum of ?,Which kind of information is needed to answer the question?,309,2,309What is Metabolism the sum of ?,7
556,onor05,What is Metabolism the sum of ?,Do you think being able to answer the question is important to work on the topic covered by the text?,309,1,309What is Metabolism the sum of ?,8
557,onor05,What is Metabolism the sum of ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",309,2,309What is Metabolism the sum of ?,9
558,onor05,What two groups of natural sciences are divided into ?,Could you understand what the question is asking?,300,1,300What two groups of natural sciences are divided into ?,1
559,onor05,What two groups of natural sciences are divided into ?,Is the question related to the given text?,300,1,300What two groups of natural sciences are divided into ?,2
560,onor05,What two groups of natural sciences are divided into ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",300,2,300What two groups of natural sciences are divided into ?,3
561,onor05,What two groups of natural sciences are divided into ?,Is it clear what the question asks for?,300,2,300What two groups of natural sciences are divided into ?,4
562,onor05,What two groups of natural sciences are divided into ?,Could you rephrase the question to make it clearer and/or error-free?,300,1,300What two groups of natural sciences are divided into ?,5
563,onor05,What two groups of natural sciences are divided into ?,Are students reading the text probably able to answer the question?,300,1,300What two groups of natural sciences are divided into ?,6
564,onor05,What two groups of natural sciences are divided into ?,Which kind of information is needed to answer the question?,300,1,300What two groups of natural sciences are divided into ?,7
565,onor05,What two groups of natural sciences are divided into ?,Do you think being able to answer the question is important to work on the topic covered by the text?,300,1,300What two groups of natural sciences are divided into ?,8
566,onor05,What two groups of natural sciences are divided into ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",300,2,300What two groups of natural sciences are divided into ?,9
567,onor05,What does reification look like ?,Could you understand what the question is asking?,311,1,311What does reification look like ?,1
568,onor05,What does reification look like ?,Is the question related to the given text?,311,1,311What does reification look like ?,2
569,onor05,What does reification look like ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",311,1,311What does reification look like ?,3
570,onor05,What does reification look like ?,Is it clear what the question asks for?,311,2,311What does reification look like ?,4
571,onor05,What does reification look like ?,Could you rephrase the question to make it clearer and/or error-free?,311,1,311What does reification look like ?,5
572,onor05,What does reification look like ?,Are students reading the text probably able to answer the question?,311,1,311What does reification look like ?,6
573,onor05,What does reification look like ?,Which kind of information is needed to answer the question?,311,2,311What does reification look like ?,7
574,onor05,What does reification look like ?,Do you think being able to answer the question is important to work on the topic covered by the text?,311,1,311What does reification look like ?,8
575,onor05,What does reification look like ?,"If you were a teacher working with that text in class, do you think you would use this question or your rephrasal of the question?",311,2,311What does reification look like ?,9
576,onor05,What is defined as the total distance traveled divided by time of travel ?,Could you understand what the question is asking?,302,1,302What is defined as the total distance traveled divided by time of travel ?,1
577,onor05,What is defined as the total distance traveled divided by time of travel ?,Is the question related to the given text?,302,1,302What is defined as the total distance traveled divided by time of travel ?,2
578,onor05,What is defined as the total distance traveled divided by time of travel ?,"Is the question grammatically well-formed, i.e. is it free of language errors?",302,1,302What is defined as the total distance traveled divided by time of travel ?,3
579,onor05,What is defined as the total distance traveled divided by time of travel ?,Is it clear what the question asks for?,302,1,302What is defined as the total distance traveled divided by time of travel ?,4
580,onor05,What is defined as the total distance traveled divided by time of travel ?,Could you rephrase the question to make it clearer and/or error-free?,302,2,302What is defined as the total distance traveled divided by time of travel ?,5
